,Altimeter,AltimeterFlag,Date,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,HourlyPrecip,HourlyPrecipFlag,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,SeaLevelPressure,SeaLevelPressureFlag,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,Time,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag
12735,30.02,,20130801.0,16.1, ,61.0, ,20.0, ,68.0, , , , , , , ,AA, ,78.0, ,30.02, ,BKN300, ,29.99, ,11.0,154.0, , ,10.0, ,14739.0, , ,17.6, ,64.0, ,240.0, ,5.0, 
12736,30.01,,20130801.0,16.1, ,61.0, ,19.4, ,67.0, , , , , , , ,AA, ,81.0, ,30.01, ,FEW110 BKN300, ,29.98, ,11.0,254.0, , ,10.0, ,14739.0, , ,17.4, ,63.0, ,200.0, ,6.0, 
12737,30.01,,20130801.0,16.1, ,61.0, ,19.4, ,67.0, , , , , , , ,AA, ,81.0, ,30.01, ,FEW110 SCT220 BKN300, ,29.98, ,11.0,354.0, , ,10.0, ,14739.0, , ,17.4, ,63.0, ,210.0, ,6.0, 
12738,30.01,,20130801.0,16.7, ,62.0, ,18.9, ,66.0, , , , , , , ,AA, ,87.0, ,30.01, ,FEW110 SCT220 BKN300, ,29.98, ,11.0,454.0, , ,8.0, ,14739.0, , ,17.5, ,64.0, ,200.0, ,7.0, 
12739,30.01,,20130801.0,16.7, ,62.0, ,20.6, ,69.0, , , , , , , ,AA, ,79.0, ,30.01, ,BKN140 BKN250, ,29.98, ,11.0,554.0, , ,10.0, ,14739.0, , ,18.1, ,65.0, ,200.0, ,6.0, 
12740,30.01,,20130801.0,17.2, ,63.0, ,21.7, ,71.0, , , , , , , ,AA, ,76.0, ,30.01, ,FEW160 SCT250, ,29.98, ,11.0,654.0, , ,10.0, ,14739.0, , ,18.9, ,66.0, ,190.0, ,5.0, 
12741,30.01,,20130801.0,17.8, ,64.0, ,22.8, ,73.0, , , , , , , ,AA, ,74.0, ,30.0, ,FEW180 SCT250, ,29.98, ,11.0,754.0, , ,10.0, ,14739.0, , ,19.6, ,67.0, ,190.0, ,7.0, 
12742,29.99,,20130801.0,17.8, ,64.0, ,23.3, ,74.0, , , , , , , ,AA, ,71.0, ,29.98, ,FEW035 SCT180, ,29.96, ,11.0,854.0, , ,10.0, ,14739.0, , ,19.8, ,68.0, ,130.0, ,7.0, 
12743,29.97,,20130801.0,17.8, ,64.0, ,25.6, ,78.0, , , , , , , ,AA, ,62.0, ,29.97, ,FEW035 SCT250, ,29.94, ,11.0,954.0, , ,10.0, ,14739.0, , ,20.5, ,69.0, ,130.0, ,9.0, 
12744,29.95,,20130801.0,16.1, ,61.0, ,26.1, ,79.0, , , , , , , ,AA, ,54.0, ,29.95, ,FEW035 SCT060 SCT200, ,29.92, ,11.0,1054.0, , ,10.0, ,14739.0, , ,19.8, ,68.0, ,130.0, ,10.0, 
12745,29.94,,20130801.0,17.2, ,63.0, ,26.1, ,79.0, , , , , , , ,AA, ,58.0, ,29.93, ,FEW035 SCT060 SCT140, ,29.91, ,11.0,1154.0, , ,10.0, ,14739.0, , ,20.4, ,69.0, ,120.0, ,14.0, 
12746,29.92,,20130801.0,16.1, ,61.0, ,26.7, ,80.0, , , , , , , ,AA, ,52.0, ,29.92, ,SCT040 BKN070 BKN140, ,29.89, ,11.0,1254.0, , ,9.0, ,14739.0, , ,20.0, ,68.0, ,170.0, ,9.0, 
12747,29.9,,20130801.0,17.2, ,63.0, ,26.7, ,80.0, , , , , , , ,AA, ,56.0, ,29.9, ,BKN035 BKN065 BKN140, ,29.87, ,11.0,1354.0, , ,10.0, ,14739.0, , ,20.6, ,69.0, ,160.0, ,14.0, 
12748,29.9,,20130801.0,16.1, ,61.0, ,26.1, ,79.0, , , , , , , ,AA, ,54.0, ,29.9, ,SCT045 BKN065 BKN140, ,29.87, ,11.0,1454.0, , ,10.0, ,14739.0, , ,19.8, ,68.0, ,180.0, ,13.0, 
12749,29.91,,20130801.0,14.4, ,58.0, ,25.6, ,78.0, , , , , , , ,AA, ,50.0, ,29.91, ,FEW035 SCT070 OVC090, ,29.88, ,11.0,1554.0,25.0, ,10.0, ,14739.0, , ,18.7, ,66.0, ,210.0, ,20.0, 
12750,29.91,,20130801.0,15.6, ,60.0, ,23.9, ,75.0, , , , , , , ,AA, ,60.0, ,29.91, ,FEW035 BKN080 BKN120, ,29.88, ,11.0,1654.0, , ,10.0, ,14739.0, , ,18.7, ,66.0, ,200.0, ,15.0, 
12751,29.91,,20130801.0,15.0, ,59.0, ,23.3, ,74.0, , , , , , , ,AA, ,60.0, ,29.91, ,FEW035 BKN070 OVC130, ,29.88, ,11.0,1754.0, , ,10.0, ,14739.0, , ,18.2, ,65.0, ,210.0, ,14.0, 
12752,29.92,,20130801.0,15.6, ,60.0, ,22.2, ,72.0, ,  T, , , , , ,AA, ,66.0, ,29.91, ,FEW035 OVC065, ,29.89, ,11.0,1854.0, , ,10.0, ,14739.0, , ,18.1, ,65.0, ,200.0, ,10.0, 
12753,29.92,,20130801.0,15.6, ,60.0, ,21.7, ,71.0, , , , , , , ,AA, ,68.0, ,29.91, ,FEW035 OVC060, ,29.89, ,11.0,1954.0, , ,10.0, ,14739.0, , ,17.9, ,64.0, ,200.0, ,8.0, 
12754,29.91,,20130801.0,16.1, ,61.0, ,21.7, ,71.0, , , , , , , ,AA, ,71.0, ,29.91, ,FEW035 OVC055, ,29.88, ,11.0,2054.0, , ,10.0, ,14739.0, , ,18.2, ,65.0, ,190.0, ,9.0, 
12755,29.9,,20130801.0,17.2, ,63.0, ,21.1, ,70.0, ,  T, , , , , ,AA, ,79.0, ,29.9, ,SCT022 BKN060 OVC100, ,29.87, ,11.0,2154.0, , ,10.0, ,14739.0,-RA, ,18.6, ,66.0, ,180.0, ,9.0, 
12756,29.89,,20130801.0,16.1, ,61.0, ,20.0, ,68.0, ,  T, , , , , ,AA, ,78.0, ,29.88, ,FEW025 SCT044 OVC095, ,29.86, ,11.0,2254.0, , ,10.0, ,14739.0,-RA, ,17.6, ,64.0, ,190.0, ,14.0, 
12757,29.87,,20130801.0,15.6, ,60.0, ,18.9, ,66.0, ,  T, , , , , ,AA, ,81.0, ,29.87, ,FEW025 BKN036 OVC070, ,29.84, ,11.0,2354.0, , ,10.0, ,14739.0, , ,16.8, ,62.0, ,170.0, ,8.0, 
12758,29.85,,20130802.0,16.1, ,61.0, ,18.9, ,66.0, , , , , , , ,AA, ,84.0, ,29.85, ,FEW029 SCT040 OVC100, ,29.82, ,11.0,54.0, , ,10.0, ,14739.0, , ,17.2, ,63.0, ,180.0, ,5.0, 
12759,29.82,,20130802.0,15.6, ,60.0, ,18.9, ,66.0, , , , , , , ,AA, ,81.0, ,29.82, ,SCT035 BKN070 BKN110, ,29.79, ,11.0,154.0, , ,10.0, ,14739.0, , ,16.8, ,62.0, ,180.0, ,6.0, 
12760,29.82,,20130802.0,16.1, ,61.0, ,19.4, ,67.0, , , , , , , ,AA, ,81.0, ,29.81, ,SCT036 BKN042 OVC120, ,29.79, ,11.0,254.0, , ,10.0, ,14739.0, , ,17.4, ,63.0, ,170.0, ,6.0, 
12761,29.81,,20130802.0,16.0, ,61.0, ,19.0, ,66.0, , , , , , , ,SP, ,84.0, ,M, ,BKN029 OVC040, ,29.78, ,11.0,305.0, , ,10.0, ,14739.0, , ,17.2, ,63.0, ,160.0, ,3.0, 
12762,29.81,,20130802.0,16.0, ,61.0, ,19.0, ,66.0, , , , , , , ,SP, ,84.0, ,M, ,SCT029 BKN042 OVC050, ,29.78, ,11.0,316.0, , ,10.0, ,14739.0, , ,17.2, ,63.0, ,160.0, ,6.0, 
12763,29.82,,20130802.0,16.0, ,61.0, ,19.0, ,66.0, , , , , , , ,SP, ,84.0, ,M, ,BKN024 BKN029 OVC046, ,29.79, ,11.0,327.0, , ,10.0, ,14739.0, , ,17.2, ,63.0, ,170.0, ,7.0, 
12764,29.82,,20130802.0,16.1, ,61.0, ,19.4, ,67.0, ,  T, , , , , ,AA, ,81.0, ,29.81, ,BKN024 OVC045, ,29.79, ,11.0,354.0, , ,10.0, ,14739.0,-RA, ,17.4, ,63.0, ,160.0, ,7.0, 
12765,29.82,,20130802.0,17.2, ,63.0, ,18.9, ,66.0, ,0.09, , , , , ,AA, ,90.0, ,29.82, ,SCT015 BKN028 OVC080, ,29.79, ,11.0,454.0, , ,7.0, ,14739.0,-RA, ,17.8, ,64.0, ,0.0, ,0.0, 
12766,29.81,,20130802.0,17.0, ,63.0, ,19.0, ,66.0, , , , , , , ,SP, ,90.0, ,M, ,BKN012 OVC100, ,29.78, ,11.0,517.0, , ,10.0, ,14739.0, , ,17.8, ,64.0, ,120.0, ,3.0, 
12767,29.83,,20130802.0,17.2, ,63.0, ,19.4, ,67.0, ,  T, , , , , ,AA, ,87.0, ,29.83, ,OVC012, ,29.8, ,11.0,554.0, , ,10.0, ,14739.0,-RA, ,18.0, ,65.0, ,0.0, ,0.0, 
12768,29.82,,20130802.0,18.0, ,64.0, ,20.0, ,68.0, , , , , , , ,SP, ,87.0, ,M, ,OVC010, ,29.79, ,11.0,652.0, , ,2.5, ,14739.0,-RA BR, ,18.6, ,66.0, ,0.0, ,0.0, 
12769,29.83,,20130802.0,17.8, ,64.0, ,20.0, ,68.0, ,0.01, , , , , ,AA, ,87.0, ,29.82, ,OVC010, ,29.8, ,11.0,654.0, , ,2.5, ,14739.0,-RA BR, ,18.6, ,66.0, ,0.0, ,0.0, 
12770,29.83,,20130802.0,18.0, ,64.0, ,19.0, ,66.0, , , , , , , ,SP, ,93.0, ,M, ,OVC008, ,29.8, ,11.0,708.0, , ,2.5, ,14739.0,-RA BR, ,18.2, ,65.0, ,350.0, ,3.0, 
12771,29.83,,20130802.0,17.8, ,64.0, ,19.4, ,67.0, ,0.03, , , , , ,AA, ,90.0, ,29.83, ,BKN006 OVC017, ,29.8, ,11.0,754.0, , ,2.0, ,14739.0,-RA BR, ,18.4, ,65.0, ,300.0, ,5.0, 
12772,29.83,,20130802.0,18.0, ,64.0, ,21.0, ,70.0, , , , , , , ,SP, ,81.0, ,M, ,SCT008 BKN012 BKN026, ,29.8, ,11.0,827.0, , ,2.5, ,14739.0,BR, ,19.0, ,66.0, ,270.0, ,3.0, 
12773,29.82,,20130802.0,19.0, ,66.0, ,21.0, ,70.0, , , , , , , ,SP, ,87.0, ,M, ,FEW008 BKN012 BKN050, ,29.79, ,11.0,836.0, , ,7.0, ,14739.0, , ,19.7, ,67.0, ,230.0, ,6.0, 
12774,29.82,,20130802.0,19.0, ,66.0, ,21.0, ,70.0, , , , , , , ,SP, ,87.0, ,M, ,FEW010 BKN050 BKN060, ,29.79, ,11.0,852.0, , ,10.0, ,14739.0, , ,19.7, ,67.0, ,220.0, ,5.0, 
12775,29.82,,20130802.0,18.9, ,66.0, ,21.1, ,70.0, ,  T, , , , , ,AA, ,87.0, ,29.82, ,FEW010 BKN050 BKN060, ,29.79, ,11.0,854.0, , ,10.0, ,14739.0, , ,19.7, ,67.0, ,210.0, ,5.0, 
12776,29.82,,20130802.0,18.3, ,65.0, ,23.3, ,74.0, , , , , , , ,AA, ,74.0, ,29.82, ,SCT017 BKN050, ,29.79, ,11.0,954.0, , ,10.0, ,14739.0, , ,20.1, ,68.0, ,280.0, ,5.0, 
12777,29.82,,20130802.0,18.0, ,64.0, ,23.0, ,73.0, , , , , , , ,SP, ,74.0, ,M, ,BKN020 BKN025, ,29.79, ,11.0,1001.0, , ,10.0, ,14739.0, , ,19.6, ,67.0, ,290.0, ,7.0, 
12778,29.82,,20130802.0,17.0, ,63.0, ,25.0, ,77.0, , , , , , , ,SP, ,62.0, ,M, ,FEW020 SCT026, ,29.79, ,11.0,1050.0, , ,10.0, ,14739.0, , ,20.0, ,68.0, ,280.0, ,3.0, 
12779,29.82,,20130802.0,17.8, ,64.0, ,25.6, ,78.0, , , , , , , ,AA, ,62.0, ,29.82, ,SCT025, ,29.79, ,11.0,1054.0, , ,10.0, ,14739.0, , ,20.5, ,69.0, ,270.0, ,10.0, 
12780,29.81,,20130802.0,17.2, ,63.0, ,26.7, ,80.0, , , , , , , ,AA, ,56.0, ,29.8, ,FEW025 SCT045 SCT220, ,29.78, ,11.0,1154.0, , ,10.0, ,14739.0, , ,20.6, ,69.0, ,250.0, ,10.0, 
12781,29.8,,20130802.0,16.1, ,61.0, ,27.8, ,82.0, , , , , , , ,AA, ,49.0, ,29.8, ,FEW030 SCT040 SCT220, ,29.77, ,11.0,1254.0, , ,10.0, ,14739.0, , ,20.3, ,69.0, ,270.0, ,9.0, 
12782,29.79,,20130802.0,14.4, ,58.0, ,28.3, ,83.0, , , , , , , ,AA, ,43.0, ,29.79, ,FEW045 SCT070 SCT220, ,29.76, ,11.0,1354.0, , ,10.0, ,14739.0, , ,19.6, ,67.0, ,260.0, ,8.0, 
12783,29.79,,20130802.0,13.3, ,56.0, ,28.9, ,84.0, , , , , , , ,AA, ,38.0, ,29.79, ,FEW060 SCT220, ,29.76, ,11.0,1454.0,22.0, ,10.0, ,14739.0, , ,19.3, ,67.0, ,270.0, ,15.0, 
12784,29.79,,20130802.0,13.3, ,56.0, ,27.8, ,82.0, , , , , , , ,AA, ,41.0, ,29.78, ,FEW060 SCT140 SCT220, ,29.76, ,11.0,1554.0,22.0, ,10.0, ,14739.0, , ,18.9, ,66.0, ,260.0, ,16.0, 
12785,29.79,,20130802.0,13.3, ,56.0, ,27.8, ,82.0, , , , , , , ,AA, ,41.0, ,29.79, ,FEW060 SCT140 BKN220, ,29.76, ,11.0,1654.0, , ,10.0, ,14739.0, , ,18.9, ,66.0, ,260.0, ,16.0, 
12786,29.81,,20130802.0,11.7, ,53.0, ,27.2, ,81.0, , , , , , , ,AA, ,38.0, ,29.8, ,FEW060 SCT140 SCT220, ,29.78, ,11.0,1754.0, , ,10.0, ,14739.0, , ,17.9, ,64.0, ,260.0, ,16.0, 
12787,29.83,,20130802.0,13.9, ,57.0, ,26.1, ,79.0, , , , , , , ,AA, ,47.0, ,29.83, ,FEW060 SCT140 SCT220, ,29.8, ,11.0,1854.0,22.0, ,10.0, ,14739.0, , ,18.6, ,66.0, ,240.0, ,14.0, 
12788,29.84,,20130802.0,15.0, ,59.0, ,25.6, ,78.0, , , , , , , ,AA, ,52.0, ,29.84, ,FEW060 SCT140 SCT220, ,29.81, ,11.0,1954.0, , ,10.0, ,14739.0, , ,19.0, ,66.0, ,230.0, ,11.0, 
12789,29.86,,20130802.0,15.6, ,60.0, ,23.9, ,75.0, , , , , , , ,AA, ,60.0, ,29.85, ,FEW060 SCT100 SCT220, ,29.83, ,11.0,2054.0, , ,10.0, ,14739.0, , ,18.7, ,66.0, ,220.0, ,8.0, 
12790,29.86,,20130802.0,16.7, ,62.0, ,23.3, ,74.0, , , , , , , ,AA, ,66.0, ,29.86, ,FEW050 BKN140 BKN220, ,29.83, ,11.0,2154.0, , ,10.0, ,14739.0, , ,19.1, ,67.0, ,230.0, ,11.0, 
12791,29.87,,20130802.0,16.0, ,61.0, ,23.0, ,73.0, , , , , , , ,SP, ,66.0, ,M, ,SCT050 BKN110, ,29.84, ,11.0,2240.0,20.0, ,10.0, ,14739.0, , ,18.6, ,66.0, ,290.0, ,14.0, 
12792,29.87,,20130802.0,16.1, ,61.0, ,22.8, ,73.0, ,  T, , , , , ,AA, ,66.0, ,29.86, ,FEW050 SCT110, ,29.84, ,11.0,2254.0, , ,10.0, ,14739.0, , ,18.6, ,66.0, ,300.0, ,7.0, 
12793,29.86,,20130802.0,16.1, ,61.0, ,22.8, ,73.0, , , , , , , ,AA, ,66.0, ,29.86, ,OVC100, ,29.83, ,11.0,2354.0, , ,10.0, ,14739.0, , ,18.6, ,66.0, ,240.0, ,9.0, 
12794,29.85,,20130803.0,16.1, ,61.0, ,21.7, ,71.0, , , , , , , ,AA, ,71.0, ,29.84, ,FEW050 SCT120, ,29.82, ,11.0,54.0, , ,10.0, ,14739.0, , ,18.2, ,65.0, ,210.0, ,8.0, 
12795,29.83,,20130803.0,16.1, ,61.0, ,21.1, ,70.0, , , , , , , ,AA, ,73.0, ,29.82, ,FEW050 SCT120, ,29.8, ,11.0,154.0, , ,10.0, ,14739.0, , ,18.0, ,64.0, ,230.0, ,7.0, 
12796,29.82,,20130803.0,16.1, ,61.0, ,20.6, ,69.0, , , , , , , ,AA, ,76.0, ,29.81, ,FEW050 SCT120, ,29.79, ,11.0,254.0, , ,10.0, ,14739.0, , ,17.8, ,64.0, ,230.0, ,9.0, 
12797,29.82,,20130803.0,16.1, ,61.0, ,20.6, ,69.0, , , , , , , ,AA, ,76.0, ,29.82, ,SCT220, ,29.79, ,11.0,354.0, , ,10.0, ,14739.0, , ,17.8, ,64.0, ,240.0, ,8.0, 
12798,29.83,,20130803.0,16.1, ,61.0, ,20.0, ,68.0, , , , , , , ,AA, ,78.0, ,29.82, ,BKN220, ,29.8, ,11.0,454.0, , ,10.0, ,14739.0, , ,17.6, ,64.0, ,230.0, ,10.0, 
12799,29.83,,20130803.0,16.1, ,61.0, ,20.6, ,69.0, , , , , , , ,AA, ,76.0, ,29.82, ,SCT140 BKN220, ,29.8, ,11.0,554.0, , ,10.0, ,14739.0, , ,17.8, ,64.0, ,240.0, ,11.0, 
12800,29.82,,20130803.0,15.6, ,60.0, ,21.7, ,71.0, , , , , , , ,AA, ,68.0, ,29.82, ,SCT130 BKN220, ,29.79, ,11.0,654.0, , ,10.0, ,14739.0, , ,17.9, ,64.0, ,240.0, ,11.0, 
12801,29.82,,20130803.0,15.0, ,59.0, ,22.8, ,73.0, , , , , , , ,AA, ,62.0, ,29.82, ,SCT120 BKN220, ,29.79, ,11.0,754.0,24.0, ,10.0, ,14739.0, , ,18.0, ,64.0, ,250.0, ,15.0, 
12802,29.82,,20130803.0,14.4, ,58.0, ,22.8, ,73.0, , , , , , , ,AA, ,59.0, ,29.82, ,SCT120 BKN220, ,29.79, ,11.0,854.0,23.0, ,10.0, ,14739.0, , ,17.7, ,64.0, ,270.0, ,15.0, 
12803,29.83,,20130803.0,15.0, ,59.0, ,22.8, ,73.0, , , , , , , ,AA, ,62.0, ,29.83, ,FEW060 BKN140 OVC220, ,29.8, ,11.0,954.0,20.0, ,10.0, ,14739.0, , ,18.0, ,64.0, ,270.0, ,14.0, 
12804,29.82,,20130803.0,14.4, ,58.0, ,23.3, ,74.0, , , , , , , ,AA, ,58.0, ,29.82, ,SCT140 BKN220, ,29.79, ,11.0,1054.0,22.0, ,10.0, ,14739.0, , ,17.9, ,64.0, ,280.0, ,14.0, 
12805,29.82,,20130803.0,15.6, ,60.0, ,25.0, ,77.0, , , , , , , ,AA, ,56.0, ,29.81, ,SCT140 BKN220, ,29.79, ,11.0,1154.0, , ,10.0, ,14739.0, , ,19.1, ,66.0, ,260.0, ,13.0, 
12806,29.81,,20130803.0,15.0, ,59.0, ,25.0, ,77.0, , , , , , , ,AA, ,54.0, ,29.81, ,FEW050 SCT140 BKN220, ,29.78, ,11.0,1254.0, , ,10.0, ,14739.0, , ,18.8, ,66.0, ,260.0, ,13.0, 
12807,29.81,,20130803.0,15.0, ,59.0, ,25.0, ,77.0, , , , , , , ,AA, ,54.0, ,29.8, ,FEW050 SCT140 BKN220, ,29.78, ,11.0,1354.0,22.0, ,10.0, ,14739.0, , ,18.8, ,66.0, ,240.0, ,13.0, 
12808,29.79,,20130803.0,15.0, ,59.0, ,25.6, ,78.0, , , , , , , ,AA, ,52.0, ,29.79, ,FEW043 SCT055 SCT120, ,29.76, ,11.0,1454.0, , ,10.0, ,14739.0, , ,19.0, ,66.0, ,250.0, ,14.0, 
12809,29.78,,20130803.0,15.0, ,59.0, ,26.7, ,80.0, , , , , , , ,AA, ,49.0, ,29.78, ,FEW045 SCT120 SCT220, ,29.75, ,11.0,1554.0,21.0, ,10.0, ,14739.0, , ,19.4, ,67.0, ,240.0, ,14.0, 
12810,29.78,,20130803.0,14.4, ,58.0, ,26.1, ,79.0, , , , , , , ,AA, ,49.0, ,29.78, ,FEW045 SCT060 SCT220, ,29.75, ,11.0,1654.0, , ,10.0, ,14739.0, , ,18.9, ,66.0, ,230.0, ,15.0, 
12811,29.78,,20130803.0,14.4, ,58.0, ,25.6, ,78.0, , , , , , , ,AA, ,50.0, ,29.77, ,FEW045 SCT060 SCT220, ,29.75, ,11.0,1754.0,22.0, ,10.0, ,14739.0, , ,18.7, ,66.0, ,250.0, ,13.0, 
12812,29.79,,20130803.0,16.1, ,61.0, ,24.4, ,76.0, , , , , , , ,AA, ,60.0, ,29.79, ,FEW045 SCT070 SCT220, ,29.76, ,11.0,1854.0, , ,10.0, ,14739.0, , ,19.2, ,67.0, ,240.0, ,14.0, 
12813,29.82,,20130803.0,17.2, ,63.0, ,23.3, ,74.0, , , , , , , ,AA, ,69.0, ,29.81, ,FEW045 SCT120 SCT220, ,29.79, ,11.0,1954.0, , ,10.0, ,14739.0, , ,19.4, ,67.0, ,230.0, ,15.0, 
12814,29.82,,20130803.0,16.7, ,62.0, ,22.8, ,73.0, , , , , , , ,AA, ,69.0, ,29.82, ,FEW050 SCT120 SCT220, ,29.79, ,11.0,2054.0, , ,10.0, ,14739.0, , ,18.9, ,66.0, ,250.0, ,10.0, 
12815,29.83,,20130803.0,16.1, ,61.0, ,22.2, ,72.0, , , , , , , ,AA, ,68.0, ,29.83, ,FEW050 SCT120 SCT220, ,29.8, ,11.0,2154.0, , ,10.0, ,14739.0, , ,18.4, ,65.0, ,260.0, ,9.0, 
12816,29.83,,20130803.0,15.0, ,59.0, ,21.7, ,71.0, , , , , , , ,AA, ,66.0, ,29.83, ,FEW050 SCT120 SCT220, ,29.8, ,11.0,2254.0, , ,10.0, ,14739.0, , ,17.6, ,64.0, ,250.0, ,9.0, 
12817,29.82,,20130803.0,13.3, ,56.0, ,21.1, ,70.0, , , , , , , ,AA, ,61.0, ,29.82, ,CLR, ,29.79, ,11.0,2354.0, , ,10.0, ,14739.0, , ,16.5, ,62.0, ,280.0, ,9.0, 
12818,29.81,,20130804.0,13.3, ,56.0, ,20.6, ,69.0, , , , , , , ,AA, ,63.0, ,29.8, ,FEW220, ,29.78, ,11.0,54.0, , ,10.0, ,14739.0, , ,16.3, ,61.0, ,290.0, ,9.0, 
12819,29.82,,20130804.0,12.8, ,55.0, ,19.4, ,67.0, , , , , , , ,AA, ,66.0, ,29.81, ,FEW220, ,29.79, ,11.0,154.0, , ,10.0, ,14739.0, , ,15.5, ,60.0, ,280.0, ,11.0, 
12820,29.81,,20130804.0,12.2, ,54.0, ,18.9, ,66.0, , , , , , , ,AA, ,65.0, ,29.81, ,FEW220, ,29.78, ,11.0,254.0, , ,10.0, ,14739.0, , ,15.0, ,59.0, ,280.0, ,10.0, 
12821,29.81,,20130804.0,11.7, ,53.0, ,18.9, ,66.0, , , , , , , ,AA, ,63.0, ,29.81, ,SCT220, ,29.78, ,11.0,354.0, , ,10.0, ,14739.0, , ,14.8, ,59.0, ,280.0, ,11.0, 
12822,29.82,,20130804.0,11.7, ,53.0, ,18.3, ,65.0, , , , , , , ,AA, ,65.0, ,29.81, ,SCT150 BKN250, ,29.79, ,11.0,454.0, , ,10.0, ,14739.0, , ,14.5, ,58.0, ,290.0, ,10.0, 
12823,29.82,,20130804.0,11.7, ,53.0, ,19.4, ,67.0, , , , , , , ,AA, ,61.0, ,29.82, ,SCT200 BKN250, ,29.79, ,11.0,554.0, , ,10.0, ,14739.0, , ,15.0, ,59.0, ,270.0, ,8.0, 
12824,29.83,,20130804.0,11.7, ,53.0, ,20.0, ,68.0, , , , , , , ,AA, ,59.0, ,29.83, ,SCT250, ,29.8, ,11.0,654.0, , ,10.0, ,14739.0, , ,15.2, ,59.0, ,290.0, ,11.0, 
12825,29.83,,20130804.0,12.2, ,54.0, ,21.7, ,71.0, , , , , , , ,AA, ,55.0, ,29.83, ,SCT250, ,29.8, ,11.0,754.0, , ,10.0, ,14739.0, , ,16.1, ,61.0, ,280.0, ,8.0, 
12826,29.82,,20130804.0,12.8, ,55.0, ,23.3, ,74.0, , , , , , , ,AA, ,52.0, ,29.82, ,FEW250, ,29.79, ,11.0,854.0, , ,10.0, ,14739.0, , ,17.0, ,63.0, ,VR , ,6.0, 
12827,29.82,,20130804.0,12.2, ,54.0, ,25.0, ,77.0, , , , , , , ,AA, ,45.0, ,29.82, ,FEW055, ,29.79, ,11.0,954.0, , ,10.0, ,14739.0, , ,17.4, ,63.0, ,280.0, ,6.0, 
12828,29.81,,20130804.0,13.3, ,56.0, ,22.8, ,73.0, , , , , , , ,AA, ,55.0, ,29.81, ,SCT049 BKN250, ,29.78, ,11.0,1054.0, , ,10.0, ,14739.0, , ,17.1, ,63.0, ,120.0, ,7.0, 
12829,29.8,,20130804.0,13.3, ,56.0, ,24.4, ,76.0, , , , , , , ,AA, ,50.0, ,29.8, ,BKN060 BKN250, ,29.77, ,11.0,1154.0, , ,10.0, ,14739.0, , ,17.7, ,64.0, ,120.0, ,6.0, 
12830,29.78,,20130804.0,13.3, ,56.0, ,24.4, ,76.0, , , , , , , ,AA, ,50.0, ,29.78, ,SCT060 SCT090 BKN250, ,29.75, ,11.0,1254.0, , ,10.0, ,14739.0, , ,17.7, ,64.0, ,130.0, ,6.0, 
12831,29.77,,20130804.0,10.6, ,51.0, ,27.2, ,81.0, , , , , , , ,AA, ,35.0, ,29.76, ,SCT060 SCT100, ,29.74, ,11.0,1354.0, , ,10.0, ,14739.0, , ,17.4, ,63.0, ,260.0, ,9.0, 
12832,29.77,,20130804.0,11.1, ,52.0, ,27.8, ,82.0, , , , , , , ,AA, ,35.0, ,29.77, ,BKN065 BKN100 BKN220, ,29.74, ,11.0,1454.0,22.0, ,10.0, ,14739.0, , ,17.8, ,64.0, ,270.0, ,11.0, 
12833,29.77,,20130804.0,13.9, ,57.0, ,25.6, ,78.0, , , , , , , ,AA, ,49.0, ,29.77, ,SCT065 SCT095 BKN220, ,29.74, ,11.0,1554.0, , ,10.0, ,14739.0, , ,18.4, ,65.0, ,0.0, ,0.0, 
12834,29.77,,20130804.0,11.0, ,52.0, ,26.0, ,79.0, , , , , , , ,SP, ,39.0, ,M, ,FEW045CB BKN060 CLR090, ,29.74, ,11.0,1632.0,18.0, ,10.0, ,14739.0, , ,17.2, ,63.0, ,280.0, ,13.0, 
12835,29.79,,20130804.0,15.6, ,60.0, ,21.7, ,71.0, ,  T, , , , , ,AA, ,68.0, ,29.79, ,SCT045CB BKN060 CLR110, ,29.76, ,11.0,1654.0,36.0, ,8.0, ,14739.0, , ,17.9, ,64.0, ,340.0, ,20.0, 
12836,29.79,,20130804.0,15.0, ,59.0, ,22.0, ,72.0, , , , , , , ,SP, ,64.0, ,M, ,FEW045CB BKN060 CLR110, ,29.76, ,11.0,1701.0,28.0, ,10.0, ,14739.0, , ,17.8, ,64.0, ,350.0, ,16.0, 
12837,29.79,,20130804.0,14.0, ,57.0, ,22.0, ,72.0, , , , , , , ,SP, ,59.0, ,M, ,FEW050 SCT100 SCT150, ,29.76, ,11.0,1720.0, , ,10.0, ,14739.0, , ,17.2, ,63.0, ,350.0, ,10.0, 
